areaType,areaName,areaCode,date,newDailyNsoDeathsByDeathDate,cumDailyNsoDeathsByDeathDate
nation,Wales,W92000004,2022-05-07,8,10279
nation,Wales,W92000004,2022-05-06,1,10271
nation,Wales,W92000004,2022-05-05,6,10270
nation,Wales,W92000004,2022-05-04,2,10264
nation,Wales,W92000004,2022-05-03,5,10262
nation,Wales,W92000004,2022-05-02,4,10257
nation,Wales,W92000004,2022-05-01,4,10253
nation,Wales,W92000004,2022-04-30,4,10249
nation,Wales,W92000004,2022-04-29,6,10245
nation,Wales,W92000004,2022-04-28,7,10239
nation,Wales,W92000004,2022-04-27,7,10232
nation,Wales,W92000004,2022-04-26,8,10225
nation,Wales,W92000004,2022-04-25,12,10217
nation,Wales,W92000004,2022-04-24,9,10205
nation,Wales,W92000004,2022-04-23,7,10196
nation,Wales,W92000004,2022-04-22,8,10189
nation,Wales,W92000004,2022-04-21,8,10181
nation,Wales,W92000004,2022-04-20,5,10173
nation,Wales,W92000004,2022-04-19,13,10168
nation,Wales,W92000004,2022-04-18,11,10155
nation,Wales,W92000004,2022-04-17,9,10144
nation,Wales,W92000004,2022-04-16,6,10135
nation,Wales,W92000004,2022-04-15,7,10129
nation,Wales,W92000004,2022-04-14,5,10122
nation,Wales,W92000004,2022-04-13,12,10117
nation,Wales,W92000004,2022-04-12,12,10105
nation,Wales,W92000004,2022-04-11,9,10093
nation,Wales,W92000004,2022-04-10,11,10084
nation,Wales,W92000004,2022-04-09,5,10073
nation,Wales,W92000004,2022-04-08,12,10068
nation,Wales,W92000004,2022-04-07,12,10056
nation,Wales,W92000004,2022-04-06,9,10044
nation,Wales,W92000004,2022-04-05,10,10035
nation,Wales,W92000004,2022-04-04,6,10025
nation,Wales,W92000004,2022-04-03,10,10019
nation,Wales,W92000004,2022-04-02,5,10009
nation,Wales,W92000004,2022-04-01,9,10004
nation,Wales,W92000004,2022-03-31,6,9995
nation,Wales,W92000004,2022-03-30,10,9989
nation,Wales,W92000004,2022-03-29,7,9979
nation,Wales,W92000004,2022-03-28,8,9972
nation,Wales,W92000004,2022-03-27,7,9964
nation,Wales,W92000004,2022-03-26,6,9957
nation,Wales,W92000004,2022-03-25,12,9951
nation,Wales,W92000004,2022-03-24,12,9939
nation,Wales,W92000004,2022-03-23,6,9927
nation,Wales,W92000004,2022-03-22,9,9921
nation,Wales,W92000004,2022-03-21,9,9912
nation,Wales,W92000004,2022-03-20,8,9903
nation,Wales,W92000004,2022-03-19,7,9895
nation,Wales,W92000004,2022-03-18,8,9888
nation,Wales,W92000004,2022-03-17,5,9880
nation,Wales,W92000004,2022-03-16,9,9875
nation,Wales,W92000004,2022-03-15,3,9866
nation,Wales,W92000004,2022-03-14,3,9863
nation,Wales,W92000004,2022-03-13,8,9860
nation,Wales,W92000004,2022-03-12,3,9852
nation,Wales,W92000004,2022-03-11,3,9849
nation,Wales,W92000004,2022-03-10,1,9846
nation,Wales,W92000004,2022-03-09,3,9845
