areaType,areaName,areaCode,date,newDailyNsoDeathsByDeathDate,cumDailyNsoDeathsByDeathDate
nation,Northern Ireland,N92000002,2022-07-02,1,4689
nation,Northern Ireland,N92000002,2022-07-01,2,4688
nation,Northern Ireland,N92000002,2022-06-30,2,4686
nation,Northern Ireland,N92000002,2022-06-29,4,4684
nation,Northern Ireland,N92000002,2022-06-28,3,4680
nation,Northern Ireland,N92000002,2022-06-27,5,4677
nation,Northern Ireland,N92000002,2022-06-26,2,4672
nation,Northern Ireland,N92000002,2022-06-25,3,4670
nation,Northern Ireland,N92000002,2022-06-24,2,4667
nation,Northern Ireland,N92000002,2022-06-23,2,4665
nation,Northern Ireland,N92000002,2022-06-22,3,4663
nation,Northern Ireland,N92000002,2022-06-21,1,4660
nation,Northern Ireland,N92000002,2022-06-20,1,4659
nation,Northern Ireland,N92000002,2022-06-19,0,4658
nation,Northern Ireland,N92000002,2022-06-18,2,4658
nation,Northern Ireland,N92000002,2022-06-17,2,4656
nation,Northern Ireland,N92000002,2022-06-16,0,4654
nation,Northern Ireland,N92000002,2022-06-15,0,4654
nation,Northern Ireland,N92000002,2022-06-14,2,4654
nation,Northern Ireland,N92000002,2022-06-13,1,4652
nation,Northern Ireland,N92000002,2022-06-12,0,4651
nation,Northern Ireland,N92000002,2022-06-11,1,4651
nation,Northern Ireland,N92000002,2022-06-10,1,4650
nation,Northern Ireland,N92000002,2022-06-09,2,4649
nation,Northern Ireland,N92000002,2022-06-08,0,4647
nation,Northern Ireland,N92000002,2022-06-07,0,4647
nation,Northern Ireland,N92000002,2022-06-06,1,4647
nation,Northern Ireland,N92000002,2022-06-05,1,4646
nation,Northern Ireland,N92000002,2022-06-04,0,4645
nation,Northern Ireland,N92000002,2022-06-03,1,4645
nation,Northern Ireland,N92000002,2022-06-02,1,4644
nation,Northern Ireland,N92000002,2022-06-01,0,4643
nation,Northern Ireland,N92000002,2022-05-31,1,4643
nation,Northern Ireland,N92000002,2022-05-30,1,4642
nation,Northern Ireland,N92000002,2022-05-29,1,4641
nation,Northern Ireland,N92000002,2022-05-28,1,4640
nation,Northern Ireland,N92000002,2022-05-27,2,4639
nation,Northern Ireland,N92000002,2022-05-26,1,4637
nation,Northern Ireland,N92000002,2022-05-25,1,4636
nation,Northern Ireland,N92000002,2022-05-24,0,4635
nation,Northern Ireland,N92000002,2022-05-23,0,4635
nation,Northern Ireland,N92000002,2022-05-22,2,4635
nation,Northern Ireland,N92000002,2022-05-21,2,4633
nation,Northern Ireland,N92000002,2022-05-20,4,4631
nation,Northern Ireland,N92000002,2022-05-19,3,4627
nation,Northern Ireland,N92000002,2022-05-18,1,4624
nation,Northern Ireland,N92000002,2022-05-17,2,4623
nation,Northern Ireland,N92000002,2022-05-16,2,4621
nation,Northern Ireland,N92000002,2022-05-15,2,4619
nation,Northern Ireland,N92000002,2022-05-14,3,4617
nation,Northern Ireland,N92000002,2022-05-13,2,4614
nation,Northern Ireland,N92000002,2022-05-12,2,4612
nation,Northern Ireland,N92000002,2022-05-11,2,4610
nation,Northern Ireland,N92000002,2022-05-10,3,4608
nation,Northern Ireland,N92000002,2022-05-09,2,4605
nation,Northern Ireland,N92000002,2022-05-08,1,4603
nation,Northern Ireland,N92000002,2022-05-07,3,4602
nation,Northern Ireland,N92000002,2022-05-06,0,4599
nation,Northern Ireland,N92000002,2022-05-05,2,4599
nation,Northern Ireland,N92000002,2022-05-04,1,4597
nation,Northern Ireland,N92000002,2022-05-03,0,4596
nation,Northern Ireland,N92000002,2022-05-02,1,4596
nation,Northern Ireland,N92000002,2022-05-01,0,4595
nation,Northern Ireland,N92000002,2022-04-30,1,4595
nation,Northern Ireland,N92000002,2022-04-29,4,4594
nation,Northern Ireland,N92000002,2022-04-28,2,4590
nation,Northern Ireland,N92000002,2022-04-27,3,4588
nation,Northern Ireland,N92000002,2022-04-26,5,4585
nation,Northern Ireland,N92000002,2022-04-25,0,4580
nation,Northern Ireland,N92000002,2022-04-24,6,4580
nation,Northern Ireland,N92000002,2022-04-23,0,4574
nation,Northern Ireland,N92000002,2022-04-22,5,4574
nation,Northern Ireland,N92000002,2022-04-21,5,4569
nation,Northern Ireland,N92000002,2022-04-20,5,4564
nation,Northern Ireland,N92000002,2022-04-19,1,4559
nation,Northern Ireland,N92000002,2022-04-18,4,4558
nation,Northern Ireland,N92000002,2022-04-17,7,4554
nation,Northern Ireland,N92000002,2022-04-16,3,4547
nation,Northern Ireland,N92000002,2022-04-15,4,4544
nation,Northern Ireland,N92000002,2022-04-14,2,4540
nation,Northern Ireland,N92000002,2022-04-13,3,4538
nation,Northern Ireland,N92000002,2022-04-12,3,4535
nation,Northern Ireland,N92000002,2022-04-11,2,4532
nation,Northern Ireland,N92000002,2022-04-10,4,4530
nation,Northern Ireland,N92000002,2022-04-09,6,4526
nation,Northern Ireland,N92000002,2022-04-08,4,4520
nation,Northern Ireland,N92000002,2022-04-07,6,4516
nation,Northern Ireland,N92000002,2022-04-06,4,4510
nation,Northern Ireland,N92000002,2022-04-05,3,4506
nation,Northern Ireland,N92000002,2022-04-04,5,4503
nation,Northern Ireland,N92000002,2022-04-03,5,4498
nation,Northern Ireland,N92000002,2022-04-02,2,4493
nation,Northern Ireland,N92000002,2022-04-01,7,4491
nation,Northern Ireland,N92000002,2022-03-31,9,4484
nation,Northern Ireland,N92000002,2022-03-30,1,4475
nation,Northern Ireland,N92000002,2022-03-29,4,4474
nation,Northern Ireland,N92000002,2022-03-28,5,4470
nation,Northern Ireland,N92000002,2022-03-27,6,4465
nation,Northern Ireland,N92000002,2022-03-26,3,4459
nation,Northern Ireland,N92000002,2022-03-25,8,4456
nation,Northern Ireland,N92000002,2022-03-24,1,4448
nation,Northern Ireland,N92000002,2022-03-23,4,4447
nation,Northern Ireland,N92000002,2022-03-22,7,4443
nation,Northern Ireland,N92000002,2022-03-21,3,4436
nation,Northern Ireland,N92000002,2022-03-20,5,4433
nation,Northern Ireland,N92000002,2022-03-19,5,4428
nation,Northern Ireland,N92000002,2022-03-18,10,4423
nation,Northern Ireland,N92000002,2022-03-17,1,4413
nation,Northern Ireland,N92000002,2022-03-16,6,4412
nation,Northern Ireland,N92000002,2022-03-15,3,4406
nation,Northern Ireland,N92000002,2022-03-14,5,4403
nation,Northern Ireland,N92000002,2022-03-13,1,4398
nation,Northern Ireland,N92000002,2022-03-12,2,4397
nation,Northern Ireland,N92000002,2022-03-11,7,4395
nation,Northern Ireland,N92000002,2022-03-10,3,4388
nation,Northern Ireland,N92000002,2022-03-09,1,4385
nation,Northern Ireland,N92000002,2022-03-08,2,4384
nation,Northern Ireland,N92000002,2022-03-07,6,4382
nation,Northern Ireland,N92000002,2022-03-06,3,4376
nation,Northern Ireland,N92000002,2022-03-05,4,4373
nation,Northern Ireland,N92000002,2022-03-04,5,4369
nation,Northern Ireland,N92000002,2022-03-03,1,4364
