areaType,areaName,areaCode,date,newPeopleVaccinatedFirstDoseByPublishDate,cumPeopleVaccinatedFirstDoseByPublishDate,newPeopleVaccinatedSecondDoseByPublishDate,cumPeopleVaccinatedSecondDoseByPublishDate,newPeopleVaccinatedThirdInjectionByPublishDate,cumPeopleVaccinatedThirdInjectionByPublishDate
nation,Northern Ireland,N92000002,2022-01-19,183,1411390,630,1306569,4215,918786
nation,Northern Ireland,N92000002,2022-01-18,496,1411207,503,1305939,3956,914571
nation,Northern Ireland,N92000002,2022-01-17,577,1410711,501,1305436,4093,910615
nation,Northern Ireland,N92000002,2022-01-16,365,1410134,509,1304935,1313,906522
nation,Northern Ireland,N92000002,2022-01-15,429,1409769,567,1304426,2501,905209
nation,Northern Ireland,N92000002,2022-01-14,569,1409340,474,1303859,5116,902708
nation,Northern Ireland,N92000002,2022-01-13,782,1408771,634,1303385,5583,897592
nation,Northern Ireland,N92000002,2022-01-12,665,1407989,438,1302751,8193,892009
nation,Northern Ireland,N92000002,2022-01-11,623,1407324,425,1302313,6530,883816
nation,Northern Ireland,N92000002,2022-01-10,428,1406701,402,1301888,6748,877286
nation,Northern Ireland,N92000002,2022-01-09,973,1406273,606,1301486,6867,870538
nation,Northern Ireland,N92000002,2022-01-08,0,1405300,0,1300880,0,863671
nation,Northern Ireland,N92000002,2022-01-07,641,1405300,539,1300880,7757,863671
nation,Northern Ireland,N92000002,2022-01-06,503,1404659,629,1300341,8899,855914
nation,Northern Ireland,N92000002,2022-01-05,3770,1404156,1801,1299712,6396,847015
nation,Northern Ireland,N92000002,2022-01-04,520,1400386,609,1297911,7010,840619
nation,Northern Ireland,N92000002,2022-01-03,401,1399866,421,1297302,4693,833609
nation,Northern Ireland,N92000002,2022-01-02,324,1399465,283,1296881,3251,828916
nation,Northern Ireland,N92000002,2022-01-01,71,1399141,68,1296598,979,825665
nation,Northern Ireland,N92000002,2021-12-31,92,1399070,161,1296530,3037,824686
nation,Northern Ireland,N92000002,2021-12-30,636,1398978,496,1296369,10975,821649
nation,Northern Ireland,N92000002,2021-12-29,496,1398342,558,1295873,10903,810674
nation,Northern Ireland,N92000002,2021-12-28,849,1397846,432,1295315,7777,799771
nation,Northern Ireland,N92000002,2021-12-27,591,1396997,279,1294883,6077,791994
nation,Northern Ireland,N92000002,2021-12-26,126,1396406,93,1294604,2705,785917
nation,Northern Ireland,N92000002,2021-12-25,0,1396280,1,1294511,2,783212
nation,Northern Ireland,N92000002,2021-12-24,40,1396280,23,1294510,2722,783210
nation,Northern Ireland,N92000002,2021-12-23,555,1396240,483,1294487,14948,780488
nation,Northern Ireland,N92000002,2021-12-22,1140,1395685,863,1294004,24424,765540
nation,Northern Ireland,N92000002,2021-12-21,792,1394545,1030,1293141,30803,741116
nation,Northern Ireland,N92000002,2021-12-20,1113,1393753,1123,1292111,29016,710313
nation,Northern Ireland,N92000002,2021-12-19,556,1392640,610,1290988,14758,681297
nation,Northern Ireland,N92000002,2021-12-18,578,1392084,569,1290378,10114,666539
nation,Northern Ireland,N92000002,2021-12-17,936,1391506,872,1289809,17068,656425
nation,Northern Ireland,N92000002,2021-12-16,982,1390570,1350,1288937,24100,639357
nation,Northern Ireland,N92000002,2021-12-15,1116,1389588,1186,1287587,27689,615257
nation,Northern Ireland,N92000002,2021-12-14,968,1388472,835,1286401,22522,587568
nation,Northern Ireland,N92000002,2021-12-13,1273,1387504,1216,1285566,22901,565046
nation,Northern Ireland,N92000002,2021-12-12,936,1386231,591,1284350,8150,542145
nation,Northern Ireland,N92000002,2021-12-11,561,1385295,539,1283759,6581,533995
nation,Northern Ireland,N92000002,2021-12-10,1055,1384734,847,1283220,11244,527414
nation,Northern Ireland,N92000002,2021-12-09,1541,1383679,973,1282373,13109,516170
nation,Northern Ireland,N92000002,2021-12-08,1626,1382138,1050,1281400,14389,503061
nation,Northern Ireland,N92000002,2021-12-07,1347,1380512,894,1280350,13486,488672
nation,Northern Ireland,N92000002,2021-12-06,1030,1379165,1051,1279456,10118,475186
nation,Northern Ireland,N92000002,2021-12-05,3154,1378135,2215,1278405,21846,465068
nation,Northern Ireland,N92000002,2021-12-04,0,1374981,0,1276190,0,443222
nation,Northern Ireland,N92000002,2021-12-03,941,1374981,749,1276190,6936,443222
nation,Northern Ireland,N92000002,2021-12-02,1614,1374040,1395,1275441,14753,436286
nation,Northern Ireland,N92000002,2021-12-01,1856,1372426,1262,1274046,16033,421533
nation,Northern Ireland,N92000002,2021-11-30,1774,1370570,1294,1272784,15124,405500
nation,Northern Ireland,N92000002,2021-11-29,1615,1368796,1304,1271490,15707,390376
nation,Northern Ireland,N92000002,2021-11-28,4815,1367181,3819,1270186,17199,374669
nation,Northern Ireland,N92000002,2021-11-27,0,1362366,0,1266367,0,357470
nation,Northern Ireland,N92000002,2021-11-26,0,1362366,0,1266367,0,357470
nation,Northern Ireland,N92000002,2021-11-25,1420,1362366,1286,1266367,13019,357470
nation,Northern Ireland,N92000002,2021-11-24,1542,1360946,1316,1265081,15323,344451
nation,Northern Ireland,N92000002,2021-11-23,1711,1359404,1173,1263765,16359,329128
nation,Northern Ireland,N92000002,2021-11-22,1350,1357693,1144,1262592,14512,312769
nation,Northern Ireland,N92000002,2021-11-21,558,1356343,740,1261448,6902,298257
nation,Northern Ireland,N92000002,2021-11-20,411,1355785,434,1260708,4609,291355
nation,Northern Ireland,N92000002,2021-11-19,982,1355374,702,1260274,9837,286746
nation,Northern Ireland,N92000002,2021-11-18,2473,1354392,940,1259572,15791,276909
nation,Northern Ireland,N92000002,2021-11-17,2760,1351919,1227,1258632,18090,261118
nation,Northern Ireland,N92000002,2021-11-16,1946,1349159,896,1257405,15225,243028
nation,Northern Ireland,N92000002,2021-11-15,2233,1347213,864,1256509,13566,227803
nation,Northern Ireland,N92000002,2021-11-14,1024,1344980,537,1255645,5190,214237
nation,Northern Ireland,N92000002,2021-11-13,485,1343956,297,1255108,5354,209047
nation,Northern Ireland,N92000002,2021-11-12,795,1343471,666,1254811,9728,203693
nation,Northern Ireland,N92000002,2021-11-11,2058,1342676,1332,1254145,13526,193965
nation,Northern Ireland,N92000002,2021-11-10,1810,1340618,1084,1252813,14947,180439
nation,Northern Ireland,N92000002,2021-11-09,1790,1338808,879,1251729,12269,165492
nation,Northern Ireland,N92000002,2021-11-08,1364,1337018,1131,1250850,10253,153223
nation,Northern Ireland,N92000002,2021-11-07,891,1335654,800,1249719,4200,142970
nation,Northern Ireland,N92000002,2021-11-06,517,1334763,364,1248919,5840,138770
nation,Northern Ireland,N92000002,2021-11-05,669,1334246,989,1248555,6254,132930
nation,Northern Ireland,N92000002,2021-11-04,1894,1333577,1247,1247566,9879,126676
nation,Northern Ireland,N92000002,2021-11-03,1089,1331683,547,1246319,10433,116797
nation,Northern Ireland,N92000002,2021-11-02,701,1330594,852,1245772,8730,106364
nation,Northern Ireland,N92000002,2021-11-01,474,1329893,844,1244920,7656,97634
nation,Northern Ireland,N92000002,2021-10-31,605,1329419,435,1244076,2824,89978
nation,Northern Ireland,N92000002,2021-10-30,807,1328814,550,1243641,2076,87154
nation,Northern Ireland,N92000002,2021-10-29,967,1328007,673,1243091,3767,85078
nation,Northern Ireland,N92000002,2021-10-28,1753,1327040,734,1242418,5058,81311
nation,Northern Ireland,N92000002,2021-10-27,1554,1325287,863,1241684,6786,76253
nation,Northern Ireland,N92000002,2021-10-26,1456,1323733,835,1240821,5915,69467
nation,Northern Ireland,N92000002,2021-10-25,950,1322277,773,1239986,5572,63552
nation,Northern Ireland,N92000002,2021-10-24,520,1321327,607,1239213,2633,57980
nation,Northern Ireland,N92000002,2021-10-23,751,1320807,530,1238606,2301,55347
nation,Northern Ireland,N92000002,2021-10-22,547,1320056,961,1238076,3609,53046
nation,Northern Ireland,N92000002,2021-10-21,411,1319509,1873,1237115,4407,49437
nation,Northern Ireland,N92000002,2021-10-20,365,1319098,1315,1235242,4014,45030
nation,Northern Ireland,N92000002,2021-10-19,742,1318733,8677,1233927,5582,41016
nation,Northern Ireland,N92000002,2021-10-18,485,1317991,440,1225250,2625,35434
nation,Northern Ireland,N92000002,2021-10-17,170,1317506,351,1224810,1232,32809
nation,Northern Ireland,N92000002,2021-10-16,59,1317336,660,1224459,720,31577
nation,Northern Ireland,N92000002,2021-10-15,272,1317277,702,1223799,1342,30857
nation,Northern Ireland,N92000002,2021-10-14,477,1317005,1312,1223097,3736,29515
nation,Northern Ireland,N92000002,2021-10-13,303,1316528,740,1221785,1799,25779
nation,Northern Ireland,N92000002,2021-10-12,400,1316225,1085,1221045,3308,23980
nation,Northern Ireland,N92000002,2021-10-11,232,1315825,862,1219960,2818,20672
nation,Northern Ireland,N92000002,2021-10-10,80,1315593,589,1219098,1598,17854
nation,Northern Ireland,N92000002,2021-10-09,55,1315513,944,1218509,731,16256
nation,Northern Ireland,N92000002,2021-10-08,291,1315458,1001,1217565,1283,15525
nation,Northern Ireland,N92000002,2021-10-07,388,1315167,1253,1216564,1575,14242
nation,Northern Ireland,N92000002,2021-10-06,288,1314779,847,1215311,1710,12667
nation,Northern Ireland,N92000002,2021-10-05,207,1314491,1340,1214464,1957,10957
nation,Northern Ireland,N92000002,2021-10-04,305,1314284,1438,1213124,1519,9000
nation,Northern Ireland,N92000002,2021-10-03,170,1313979,1228,1211686,1285,7481
nation,Northern Ireland,N92000002,2021-10-02,117,1313809,897,1210458,702,6196
nation,Northern Ireland,N92000002,2021-10-01,297,1313692,896,1209561,752,5494
nation,Northern Ireland,N92000002,2021-09-30,777,1313395,864,1208665,,4742
nation,Northern Ireland,N92000002,2021-09-29,766,1312618,882,1207801,,
nation,Northern Ireland,N92000002,2021-09-28,669,1311852,757,1206919,,
nation,Northern Ireland,N92000002,2021-09-27,748,1311183,1120,1206162,,
nation,Northern Ireland,N92000002,2021-09-26,521,1310435,604,1205042,,
nation,Northern Ireland,N92000002,2021-09-25,674,1309914,432,1204438,,
nation,Northern Ireland,N92000002,2021-09-24,803,1309240,342,1204006,,
nation,Northern Ireland,N92000002,2021-09-23,871,1308437,547,1203664,,
nation,Northern Ireland,N92000002,2021-09-22,744,1307566,806,1203117,,
nation,Northern Ireland,N92000002,2021-09-21,496,1306822,654,1202311,,
nation,Northern Ireland,N92000002,2021-09-20,770,1306326,583,1201657,,
nation,Northern Ireland,N92000002,2021-09-19,557,1305556,468,1201074,,
nation,Northern Ireland,N92000002,2021-09-18,434,1304999,170,1200606,,
nation,Northern Ireland,N92000002,2021-09-17,676,1304565,530,1200436,,
nation,Northern Ireland,N92000002,2021-09-16,1820,1303889,741,1199906,,
nation,Northern Ireland,N92000002,2021-09-15,1686,1302069,569,1199165,,
nation,Northern Ireland,N92000002,2021-09-14,1427,1300383,1091,1198596,,
nation,Northern Ireland,N92000002,2021-09-13,1074,1298956,1505,1197505,,
nation,Northern Ireland,N92000002,2021-09-12,654,1297882,1131,1196000,,
nation,Northern Ireland,N92000002,2021-09-11,398,1297228,2226,1194869,,
nation,Northern Ireland,N92000002,2021-09-10,759,1296830,4116,1192643,,
nation,Northern Ireland,N92000002,2021-09-09,1175,1296071,3540,1188527,,
nation,Northern Ireland,N92000002,2021-09-08,1187,1294896,3500,1184987,,
nation,Northern Ireland,N92000002,2021-09-07,872,1293709,4169,1181487,,
nation,Northern Ireland,N92000002,2021-09-06,893,1292837,3297,1177318,,
nation,Northern Ireland,N92000002,2021-09-05,934,1291944,2891,1174021,,
nation,Northern Ireland,N92000002,2021-09-04,950,1291010,1647,1171130,,
nation,Northern Ireland,N92000002,2021-09-03,1378,1290060,1909,1169483,,
nation,Northern Ireland,N92000002,2021-09-02,1049,1288682,2252,1167574,,
nation,Northern Ireland,N92000002,2021-09-01,1608,1287633,1760,1165322,,
nation,Northern Ireland,N92000002,2021-08-31,1582,1286025,2129,1163562,,
nation,Northern Ireland,N92000002,2021-08-30,1344,1284443,1677,1161433,,
nation,Northern Ireland,N92000002,2021-08-29,689,1283099,1407,1159756,,
nation,Northern Ireland,N92000002,2021-08-28,1164,1282410,1175,1158349,,
nation,Northern Ireland,N92000002,2021-08-27,2153,1281246,1616,1157174,,
nation,Northern Ireland,N92000002,2021-08-26,3539,1279093,2436,1155558,,
nation,Northern Ireland,N92000002,2021-08-25,3483,1275554,2999,1153122,,
nation,Northern Ireland,N92000002,2021-08-24,2005,1272071,2382,1150123,,
nation,Northern Ireland,N92000002,2021-08-23,1893,1270066,1725,1147741,,
nation,Northern Ireland,N92000002,2021-08-22,3658,1268173,2310,1146016,,
nation,Northern Ireland,N92000002,2021-08-21,4142,1264515,2783,1143706,,
nation,Northern Ireland,N92000002,2021-08-20,1733,1260373,4021,1140923,,
nation,Northern Ireland,N92000002,2021-08-19,1861,1258640,3956,1136902,,
nation,Northern Ireland,N92000002,2021-08-18,1467,1256779,3862,1132946,,
nation,Northern Ireland,N92000002,2021-08-17,2566,1255312,5148,1129084,,
nation,Northern Ireland,N92000002,2021-08-16,1564,1252746,3749,1123936,,
nation,Northern Ireland,N92000002,2021-08-15,1603,1251182,3506,1120187,,
nation,Northern Ireland,N92000002,2021-08-14,1162,1249579,2737,1116681,,
nation,Northern Ireland,N92000002,2021-08-13,1510,1248417,4251,1113944,,
nation,Northern Ireland,N92000002,2021-08-12,2095,1246907,4788,1109693,,
nation,Northern Ireland,N92000002,2021-08-11,1687,1244812,4669,1104905,,
nation,Northern Ireland,N92000002,2021-08-10,2314,1243125,5249,1100236,,
nation,Northern Ireland,N92000002,2021-08-09,7374,1240811,5765,1094987,,
nation,Northern Ireland,N92000002,2021-08-08,987,1233437,4959,1089222,,
nation,Northern Ireland,N92000002,2021-08-07,1344,1232450,4438,1084263,,
nation,Northern Ireland,N92000002,2021-08-06,6431,1231106,6483,1079825,,
nation,Northern Ireland,N92000002,2021-08-05,1372,1224675,4482,1073342,,
nation,Northern Ireland,N92000002,2021-08-04,1560,1223303,6063,1068860,,
nation,Northern Ireland,N92000002,2021-08-03,1313,1221743,6519,1062797,,
nation,Northern Ireland,N92000002,2021-08-02,1041,1220430,7683,1056278,,
nation,Northern Ireland,N92000002,2021-08-01,657,1219389,4686,1048595,,
nation,Northern Ireland,N92000002,2021-07-31,3478,1218732,3644,1043909,,
nation,Northern Ireland,N92000002,2021-07-30,3018,1215254,3903,1040265,,
nation,Northern Ireland,N92000002,2021-07-29,3091,1212236,5855,1036362,,
nation,Northern Ireland,N92000002,2021-07-28,7683,1209145,7861,1030507,,
nation,Northern Ireland,N92000002,2021-07-27,2770,1201462,5955,1022646,,
nation,Northern Ireland,N92000002,2021-07-26,1697,1198692,5220,1016691,,
nation,Northern Ireland,N92000002,2021-07-25,1724,1196995,2565,1011471,,
nation,Northern Ireland,N92000002,2021-07-24,1417,1195271,2181,1008906,,
nation,Northern Ireland,N92000002,2021-07-23,1673,1193854,3091,1006725,,
nation,Northern Ireland,N92000002,2021-07-22,1143,1192181,1965,1003634,,
nation,Northern Ireland,N92000002,2021-07-21,2369,1191038,6176,1001669,,
nation,Northern Ireland,N92000002,2021-07-20,1664,1188669,6835,995493,,
nation,Northern Ireland,N92000002,2021-07-19,1136,1187005,6096,988658,,
nation,Northern Ireland,N92000002,2021-07-18,0,1185869,3975,982562,,
nation,Northern Ireland,N92000002,2021-07-17,983,1202031,4589,978587,,
nation,Northern Ireland,N92000002,2021-07-16,11185,1201048,10466,973998,,
nation,Northern Ireland,N92000002,2021-07-15,1300,1189863,6296,963532,,
nation,Northern Ireland,N92000002,2021-07-14,1117,1188563,7091,957236,,
nation,Northern Ireland,N92000002,2021-07-13,1151,1187446,6367,950145,,
nation,Northern Ireland,N92000002,2021-07-12,606,1186295,1764,943778,,
nation,Northern Ireland,N92000002,2021-07-11,1204,1185689,3537,942014,,
nation,Northern Ireland,N92000002,2021-07-10,1713,1184485,5514,938477,,
nation,Northern Ireland,N92000002,2021-07-09,1764,1182772,6108,932963,,
nation,Northern Ireland,N92000002,2021-07-08,1912,1181008,6777,926855,,
nation,Northern Ireland,N92000002,2021-07-07,1960,1179096,7828,920078,,
nation,Northern Ireland,N92000002,2021-07-06,1985,1177136,7643,912250,,
nation,Northern Ireland,N92000002,2021-07-05,1786,1175151,7398,904607,,
nation,Northern Ireland,N92000002,2021-07-04,1712,1173365,6874,897209,,
nation,Northern Ireland,N92000002,2021-07-03,1097,1171653,6471,890335,,
nation,Northern Ireland,N92000002,2021-07-02,1817,1170556,6462,883864,,
nation,Northern Ireland,N92000002,2021-07-01,1897,1168739,6186,877402,,
nation,Northern Ireland,N92000002,2021-06-30,2050,1166842,8284,871216,,
nation,Northern Ireland,N92000002,2021-06-29,2337,1164792,7196,862932,,
nation,Northern Ireland,N92000002,2021-06-28,2431,1162455,5732,855736,,
nation,Northern Ireland,N92000002,2021-06-27,2533,1160024,4378,850004,,
nation,Northern Ireland,N92000002,2021-06-26,2203,1157491,3960,845626,,
nation,Northern Ireland,N92000002,2021-06-25,2568,1155288,5502,841666,,
nation,Northern Ireland,N92000002,2021-06-24,2518,1152720,5658,836164,,
nation,Northern Ireland,N92000002,2021-06-23,3049,1150202,6598,830506,,
nation,Northern Ireland,N92000002,2021-06-22,3930,1147153,6730,823908,,
nation,Northern Ireland,N92000002,2021-06-21,2385,1143223,6773,817178,,
nation,Northern Ireland,N92000002,2021-06-20,3060,1140838,7021,810405,,
nation,Northern Ireland,N92000002,2021-06-19,2470,1137778,5990,803384,,
nation,Northern Ireland,N92000002,2021-06-18,2762,1135308,7323,797394,,
nation,Northern Ireland,N92000002,2021-06-17,3876,1132546,7502,790071,,
nation,Northern Ireland,N92000002,2021-06-16,1993,1128670,9636,782569,,
nation,Northern Ireland,N92000002,2021-06-15,10930,1126677,10509,772933,,
nation,Northern Ireland,N92000002,2021-06-14,2156,1115747,12068,762424,,
nation,Northern Ireland,N92000002,2021-06-13,0,1113591,0,750356,,
nation,Northern Ireland,N92000002,2021-06-12,432,1113591,536,750356,,
nation,Northern Ireland,N92000002,2021-06-11,7392,1113159,6418,749820,,
nation,Northern Ireland,N92000002,2021-06-10,4138,1105767,7212,743402,,
nation,Northern Ireland,N92000002,2021-06-09,3015,1101629,8190,736190,,
nation,Northern Ireland,N92000002,2021-06-08,4136,1098614,8200,728000,,
nation,Northern Ireland,N92000002,2021-06-07,3785,1094478,9679,719800,,
nation,Northern Ireland,N92000002,2021-06-06,3557,1090693,6539,710121,,
nation,Northern Ireland,N92000002,2021-06-05,3858,1087136,4264,703582,,
nation,Northern Ireland,N92000002,2021-06-04,4361,1083278,7112,699318,,
nation,Northern Ireland,N92000002,2021-06-03,5142,1078917,7808,692206,,
nation,Northern Ireland,N92000002,2021-06-02,12225,1073775,8823,684398,,
nation,Northern Ireland,N92000002,2021-06-01,8400,1061550,8618,675575,,
nation,Northern Ireland,N92000002,2021-05-31,4800,1053150,5467,666957,,
nation,Northern Ireland,N92000002,2021-05-30,4203,1048350,3333,661490,,
nation,Northern Ireland,N92000002,2021-05-29,3450,1044147,3533,658157,,
nation,Northern Ireland,N92000002,2021-05-28,2805,1040697,6106,654624,,
nation,Northern Ireland,N92000002,2021-05-27,3749,1037892,8635,648518,,
nation,Northern Ireland,N92000002,2021-05-26,3332,1034143,9713,639883,,
nation,Northern Ireland,N92000002,2021-05-25,4368,1030811,9406,630170,,
nation,Northern Ireland,N92000002,2021-05-24,4418,1026443,8700,620764,,
nation,Northern Ireland,N92000002,2021-05-23,4084,1022025,5852,612064,,
nation,Northern Ireland,N92000002,2021-05-22,3893,1017941,3909,606212,,
nation,Northern Ireland,N92000002,2021-05-21,2212,1014048,9338,602303,,
nation,Northern Ireland,N92000002,2021-05-20,3247,1011836,8988,592965,,
nation,Northern Ireland,N92000002,2021-05-19,4519,1008589,8918,583977,,
nation,Northern Ireland,N92000002,2021-05-18,3142,1004070,7942,575059,,
nation,Northern Ireland,N92000002,2021-05-17,3323,1000928,7890,567117,,
nation,Northern Ireland,N92000002,2021-05-16,1700,997605,6796,559227,,
nation,Northern Ireland,N92000002,2021-05-15,1152,995905,6156,552431,,
nation,Northern Ireland,N92000002,2021-05-14,2071,994753,8932,546275,,
nation,Northern Ireland,N92000002,2021-05-13,3113,992682,11152,537343,,
nation,Northern Ireland,N92000002,2021-05-12,3561,989569,11176,526191,,
nation,Northern Ireland,N92000002,2021-05-11,3970,986008,11928,515015,,
nation,Northern Ireland,N92000002,2021-05-10,5456,982038,9534,503087,,
nation,Northern Ireland,N92000002,2021-05-09,3985,976582,5725,493553,,
nation,Northern Ireland,N92000002,2021-05-08,4211,972597,5931,487828,,
nation,Northern Ireland,N92000002,2021-05-07,5071,968386,8395,481897,,
nation,Northern Ireland,N92000002,2021-05-06,6252,963315,13739,473502,,
nation,Northern Ireland,N92000002,2021-05-05,6285,957063,13454,459763,,
nation,Northern Ireland,N92000002,2021-05-04,6084,950778,9422,446309,,
nation,Northern Ireland,N92000002,2021-05-03,1672,944694,5014,436887,,
nation,Northern Ireland,N92000002,2021-05-02,5240,943022,4997,431873,,
nation,Northern Ireland,N92000002,2021-05-01,5356,937782,4642,426876,,
nation,Northern Ireland,N92000002,2021-04-30,5100,932426,4697,422234,,
nation,Northern Ireland,N92000002,2021-04-29,0,927326,40235,417537,,
nation,Northern Ireland,N92000002,2021-04-28,7933,935589,9833,377302,,
nation,Northern Ireland,N92000002,2021-04-27,8364,927656,11066,367469,,
nation,Northern Ireland,N92000002,2021-04-26,6848,919292,9369,356403,,
nation,Northern Ireland,N92000002,2021-04-25,6708,912444,4839,347034,,
nation,Northern Ireland,N92000002,2021-04-24,6878,905736,3786,342195,,
nation,Northern Ireland,N92000002,2021-04-23,6071,898858,10043,338409,,
nation,Northern Ireland,N92000002,2021-04-22,8974,892787,16516,328366,,
nation,Northern Ireland,N92000002,2021-04-21,7523,883813,13293,311850,,
nation,Northern Ireland,N92000002,2021-04-20,6948,876290,15079,298557,,
nation,Northern Ireland,N92000002,2021-04-19,5630,869342,9859,283478,,
nation,Northern Ireland,N92000002,2021-04-18,3399,863712,5278,273619,,
nation,Northern Ireland,N92000002,2021-04-17,4487,860313,5424,268341,,
nation,Northern Ireland,N92000002,2021-04-16,5723,855826,12443,262917,,
nation,Northern Ireland,N92000002,2021-04-15,5819,850103,13193,250474,,
nation,Northern Ireland,N92000002,2021-04-14,6235,844284,13152,237281,,
nation,Northern Ireland,N92000002,2021-04-13,6154,838049,13659,224129,,
nation,Northern Ireland,N92000002,2021-04-12,5483,831895,10970,210470,,
nation,Northern Ireland,N92000002,2021-04-11,6380,826412,4890,199500,,
nation,Northern Ireland,N92000002,2021-04-10,6564,820032,4913,194610,,
nation,Northern Ireland,N92000002,2021-04-09,7463,813468,7883,189697,,
nation,Northern Ireland,N92000002,2021-04-08,6595,806005,8042,181814,,
nation,Northern Ireland,N92000002,2021-04-07,8550,799410,5849,173772,,
nation,Northern Ireland,N92000002,2021-04-06,5366,790860,2549,167923,,
nation,Northern Ireland,N92000002,2021-04-05,5562,785494,1556,165374,,
nation,Northern Ireland,N92000002,2021-04-04,2824,779932,1335,163818,,
nation,Northern Ireland,N92000002,2021-04-03,4868,777108,2221,162483,,
nation,Northern Ireland,N92000002,2021-04-02,7235,772240,6808,160262,,
nation,Northern Ireland,N92000002,2021-04-01,8992,765005,7701,153454,,
nation,Northern Ireland,N92000002,2021-03-31,6901,756013,7267,145753,,
nation,Northern Ireland,N92000002,2021-03-30,8383,749112,6464,138486,,
nation,Northern Ireland,N92000002,2021-03-29,10258,740729,7005,132022,,
nation,Northern Ireland,N92000002,2021-03-28,3882,730471,1565,125017,,
nation,Northern Ireland,N92000002,2021-03-27,7329,726589,3103,123452,,
nation,Northern Ireland,N92000002,2021-03-26,7587,719260,6712,120349,,
nation,Northern Ireland,N92000002,2021-03-25,8339,711673,8730,113637,,
nation,Northern Ireland,N92000002,2021-03-24,8471,703334,8653,104907,,
nation,Northern Ireland,N92000002,2021-03-23,7335,694863,7571,96254,,
nation,Northern Ireland,N92000002,2021-03-22,0,687528,0,88683,,
nation,Northern Ireland,N92000002,2021-03-21,19770,687528,10187,88683,,
nation,Northern Ireland,N92000002,2021-03-20,4785,667758,3183,78496,,
nation,Northern Ireland,N92000002,2021-03-19,7392,662973,4604,75313,,
nation,Northern Ireland,N92000002,2021-03-18,9391,655581,3507,70709,,
nation,Northern Ireland,N92000002,2021-03-17,5389,646190,3256,67202,,
nation,Northern Ireland,N92000002,2021-03-16,6782,640801,5701,63946,,
nation,Northern Ireland,N92000002,2021-03-15,4558,634019,3609,58245,,
nation,Northern Ireland,N92000002,2021-03-14,4266,629461,2229,54636,,
nation,Northern Ireland,N92000002,2021-03-13,3733,625195,2355,52407,,
nation,Northern Ireland,N92000002,2021-03-12,6833,621462,652,50052,,
nation,Northern Ireland,N92000002,2021-03-11,7934,614629,452,49400,,
nation,Northern Ireland,N92000002,2021-03-10,5594,606695,2021,48948,,
nation,Northern Ireland,N92000002,2021-03-09,4574,601101,2333,46927,,
nation,Northern Ireland,N92000002,2021-03-08,7724,596527,1743,44594,,
nation,Northern Ireland,N92000002,2021-03-07,5889,588803,621,42851,,
nation,Northern Ireland,N92000002,2021-03-06,5695,582914,134,42230,,
nation,Northern Ireland,N92000002,2021-03-05,9208,577219,309,42096,,
nation,Northern Ireland,N92000002,2021-03-04,11290,568011,1648,41787,,
nation,Northern Ireland,N92000002,2021-03-03,11702,556721,2277,40139,,
nation,Northern Ireland,N92000002,2021-03-02,7630,545019,2492,37862,,
nation,Northern Ireland,N92000002,2021-03-01,11989,537389,2173,35370,,
nation,Northern Ireland,N92000002,2021-02-28,4404,525400,532,33197,,
nation,Northern Ireland,N92000002,2021-02-27,5318,520996,49,32665,,
nation,Northern Ireland,N92000002,2021-02-26,10490,515678,718,32616,,
nation,Northern Ireland,N92000002,2021-02-25,13595,505188,261,31898,,
nation,Northern Ireland,N92000002,2021-02-24,13358,491593,292,31637,,
nation,Northern Ireland,N92000002,2021-02-23,10106,478235,268,31345,,
nation,Northern Ireland,N92000002,2021-02-22,10099,468129,281,31077,,
nation,Northern Ireland,N92000002,2021-02-21,12021,458030,0,30796,,
nation,Northern Ireland,N92000002,2021-02-20,3092,446009,54,30807,,
nation,Northern Ireland,N92000002,2021-02-19,6774,442917,372,30753,,
nation,Northern Ireland,N92000002,2021-02-18,8574,436143,369,30381,,
nation,Northern Ireland,N92000002,2021-02-17,9360,427569,536,30012,,
nation,Northern Ireland,N92000002,2021-02-16,8702,418209,275,29476,,
nation,Northern Ireland,N92000002,2021-02-15,12264,409507,196,29201,,
nation,Northern Ireland,N92000002,2021-02-14,6142,397243,29,29005,,
nation,Northern Ireland,N92000002,2021-02-13,3330,391101,39,28976,,
nation,Northern Ireland,N92000002,2021-02-12,14357,387771,385,28937,,
nation,Northern Ireland,N92000002,2021-02-11,19657,373414,415,28552,,
nation,Northern Ireland,N92000002,2021-02-10,20099,353757,365,28137,,
nation,Northern Ireland,N92000002,2021-02-09,16052,333658,183,27772,,
nation,Northern Ireland,N92000002,2021-02-08,14128,317606,126,27589,,
nation,Northern Ireland,N92000002,2021-02-07,7563,303478,256,27463,,
nation,Northern Ireland,N92000002,2021-02-06,6026,295915,676,27207,,
nation,Northern Ireland,N92000002,2021-02-05,14657,289889,484,26531,,
nation,Northern Ireland,N92000002,2021-02-04,11497,275232,508,26047,,
nation,Northern Ireland,N92000002,2021-02-03,17064,263735,384,25539,,
nation,Northern Ireland,N92000002,2021-02-02,13242,246671,273,25155,,
nation,Northern Ireland,N92000002,2021-02-01,11620,233429,270,24882,,
nation,Northern Ireland,N92000002,2021-01-31,7208,221809,289,24612,,
nation,Northern Ireland,N92000002,2021-01-30,10536,214601,177,24323,,
nation,Northern Ireland,N92000002,2021-01-29,7934,204065,76,24146,,
nation,Northern Ireland,N92000002,2021-01-28,20847,196131,143,24070,,
