areaType,areaName,areaCode,date,newDailyNsoDeathsByDeathDate,cumDailyNsoDeathsByDeathDate
nation,Scotland,S92000003,2022-04-07,23,14277
nation,Scotland,S92000003,2022-04-06,18,14254
nation,Scotland,S92000003,2022-04-05,27,14236
nation,Scotland,S92000003,2022-04-04,23,14209
nation,Scotland,S92000003,2022-04-03,19,14186
nation,Scotland,S92000003,2022-04-02,14,14167
nation,Scotland,S92000003,2022-04-01,26,14153
nation,Scotland,S92000003,2022-03-31,24,14127
nation,Scotland,S92000003,2022-03-30,21,14103
nation,Scotland,S92000003,2022-03-29,30,14082
nation,Scotland,S92000003,2022-03-28,27,14052
nation,Scotland,S92000003,2022-03-27,20,14025
nation,Scotland,S92000003,2022-03-26,22,14005
nation,Scotland,S92000003,2022-03-25,23,13983
nation,Scotland,S92000003,2022-03-24,33,13960
nation,Scotland,S92000003,2022-03-23,24,13927
nation,Scotland,S92000003,2022-03-22,28,13903
nation,Scotland,S92000003,2022-03-21,27,13875
nation,Scotland,S92000003,2022-03-20,34,13848
nation,Scotland,S92000003,2022-03-19,31,13814
nation,Scotland,S92000003,2022-03-18,30,13783
nation,Scotland,S92000003,2022-03-17,26,13753
nation,Scotland,S92000003,2022-03-16,24,13727
nation,Scotland,S92000003,2022-03-15,15,13703
nation,Scotland,S92000003,2022-03-14,18,13688
nation,Scotland,S92000003,2022-03-13,21,13670
nation,Scotland,S92000003,2022-03-12,17,13649
nation,Scotland,S92000003,2022-03-11,13,13632
nation,Scotland,S92000003,2022-03-10,18,13619
nation,Scotland,S92000003,2022-03-09,14,13601
nation,Scotland,S92000003,2022-03-08,15,13587
nation,Scotland,S92000003,2022-03-07,19,13572
nation,Scotland,S92000003,2022-03-06,18,13553
nation,Scotland,S92000003,2022-03-05,11,13535
nation,Scotland,S92000003,2022-03-04,18,13524
nation,Scotland,S92000003,2022-03-03,19,13506
nation,Scotland,S92000003,2022-03-02,27,13487
nation,Scotland,S92000003,2022-03-01,14,13460
nation,Scotland,S92000003,2022-02-28,13,13446
nation,Scotland,S92000003,2022-02-27,18,13433
nation,Scotland,S92000003,2022-02-26,14,13415
nation,Scotland,S92000003,2022-02-25,11,13401
nation,Scotland,S92000003,2022-02-24,16,13390
nation,Scotland,S92000003,2022-02-23,17,13374
nation,Scotland,S92000003,2022-02-22,16,13357
nation,Scotland,S92000003,2022-02-21,11,13341
nation,Scotland,S92000003,2022-02-20,12,13330
nation,Scotland,S92000003,2022-02-19,8,13318
nation,Scotland,S92000003,2022-02-18,16,13310
nation,Scotland,S92000003,2022-02-17,11,13294
nation,Scotland,S92000003,2022-02-16,10,13283
nation,Scotland,S92000003,2022-02-15,13,13273
nation,Scotland,S92000003,2022-02-14,15,13260
nation,Scotland,S92000003,2022-02-13,9,13245
nation,Scotland,S92000003,2022-02-12,10,13236
nation,Scotland,S92000003,2022-02-11,5,13226
nation,Scotland,S92000003,2022-02-10,12,13221
nation,Scotland,S92000003,2022-02-09,10,13209
nation,Scotland,S92000003,2022-02-08,12,13199
nation,Scotland,S92000003,2022-02-07,8,13187
nation,Scotland,S92000003,2022-02-06,13,13179
nation,Scotland,S92000003,2022-02-05,12,13166
nation,Scotland,S92000003,2022-02-04,7,13154
nation,Scotland,S92000003,2022-02-03,15,13147
nation,Scotland,S92000003,2022-02-02,11,13132
nation,Scotland,S92000003,2022-02-01,18,13121
nation,Scotland,S92000003,2022-01-31,14,13103
nation,Scotland,S92000003,2022-01-30,13,13089
nation,Scotland,S92000003,2022-01-29,13,13076
nation,Scotland,S92000003,2022-01-28,21,13063
nation,Scotland,S92000003,2022-01-27,19,13042
nation,Scotland,S92000003,2022-01-26,12,13023
nation,Scotland,S92000003,2022-01-25,19,13011
nation,Scotland,S92000003,2022-01-24,14,12992
nation,Scotland,S92000003,2022-01-23,22,12978
nation,Scotland,S92000003,2022-01-22,17,12956
nation,Scotland,S92000003,2022-01-21,19,12939
nation,Scotland,S92000003,2022-01-20,21,12920
nation,Scotland,S92000003,2022-01-19,21,12899
nation,Scotland,S92000003,2022-01-18,14,12878
nation,Scotland,S92000003,2022-01-17,17,12864
nation,Scotland,S92000003,2022-01-16,19,12847
nation,Scotland,S92000003,2022-01-15,24,12828
nation,Scotland,S92000003,2022-01-14,20,12804
nation,Scotland,S92000003,2022-01-13,29,12784
nation,Scotland,S92000003,2022-01-12,16,12755
nation,Scotland,S92000003,2022-01-11,16,12739
nation,Scotland,S92000003,2022-01-10,25,12723
nation,Scotland,S92000003,2022-01-09,18,12698
nation,Scotland,S92000003,2022-01-08,14,12680
nation,Scotland,S92000003,2022-01-07,12,12666
nation,Scotland,S92000003,2022-01-06,20,12654
nation,Scotland,S92000003,2022-01-05,12,12634
nation,Scotland,S92000003,2022-01-04,24,12622
nation,Scotland,S92000003,2022-01-03,8,12598
nation,Scotland,S92000003,2022-01-02,10,12590
nation,Scotland,S92000003,2022-01-01,10,12580
nation,Scotland,S92000003,2021-12-31,10,12570
nation,Scotland,S92000003,2021-12-30,10,12560
nation,Scotland,S92000003,2021-12-29,11,12550
nation,Scotland,S92000003,2021-12-28,19,12539
nation,Scotland,S92000003,2021-12-27,8,12520
nation,Scotland,S92000003,2021-12-26,4,12512
nation,Scotland,S92000003,2021-12-25,8,12508
nation,Scotland,S92000003,2021-12-24,6,12500
nation,Scotland,S92000003,2021-12-23,6,12494
nation,Scotland,S92000003,2021-12-22,8,12488
nation,Scotland,S92000003,2021-12-21,15,12480
nation,Scotland,S92000003,2021-12-20,13,12465
nation,Scotland,S92000003,2021-12-19,6,12452
nation,Scotland,S92000003,2021-12-18,5,12446
nation,Scotland,S92000003,2021-12-17,4,12441
nation,Scotland,S92000003,2021-12-16,10,12437
nation,Scotland,S92000003,2021-12-15,6,12427
nation,Scotland,S92000003,2021-12-14,10,12421
nation,Scotland,S92000003,2021-12-13,7,12411
nation,Scotland,S92000003,2021-12-12,9,12404
nation,Scotland,S92000003,2021-12-11,9,12395
nation,Scotland,S92000003,2021-12-10,9,12386
nation,Scotland,S92000003,2021-12-09,11,12377
nation,Scotland,S92000003,2021-12-08,10,12366
nation,Scotland,S92000003,2021-12-07,21,12356
nation,Scotland,S92000003,2021-12-06,17,12335
nation,Scotland,S92000003,2021-12-05,10,12318
nation,Scotland,S92000003,2021-12-04,14,12308
nation,Scotland,S92000003,2021-12-03,10,12294
nation,Scotland,S92000003,2021-12-02,15,12284
nation,Scotland,S92000003,2021-12-01,14,12269
nation,Scotland,S92000003,2021-11-30,5,12255
nation,Scotland,S92000003,2021-11-29,17,12250
nation,Scotland,S92000003,2021-11-28,18,12233
nation,Scotland,S92000003,2021-11-27,18,12215
nation,Scotland,S92000003,2021-11-26,14,12197
nation,Scotland,S92000003,2021-11-25,11,12183
nation,Scotland,S92000003,2021-11-24,6,12172
nation,Scotland,S92000003,2021-11-23,14,12166
nation,Scotland,S92000003,2021-11-22,17,12152
nation,Scotland,S92000003,2021-11-21,11,12135
nation,Scotland,S92000003,2021-11-20,12,12124
nation,Scotland,S92000003,2021-11-19,11,12112
nation,Scotland,S92000003,2021-11-18,12,12101
nation,Scotland,S92000003,2021-11-17,14,12089
nation,Scotland,S92000003,2021-11-16,11,12075
nation,Scotland,S92000003,2021-11-15,18,12064
nation,Scotland,S92000003,2021-11-14,15,12046
nation,Scotland,S92000003,2021-11-13,12,12031
nation,Scotland,S92000003,2021-11-12,17,12019
nation,Scotland,S92000003,2021-11-11,12,12002
nation,Scotland,S92000003,2021-11-10,14,11990
nation,Scotland,S92000003,2021-11-09,7,11976
nation,Scotland,S92000003,2021-11-08,15,11969
nation,Scotland,S92000003,2021-11-07,16,11954
nation,Scotland,S92000003,2021-11-06,19,11938
nation,Scotland,S92000003,2021-11-05,17,11919
nation,Scotland,S92000003,2021-11-04,23,11902
nation,Scotland,S92000003,2021-11-03,22,11879
nation,Scotland,S92000003,2021-11-02,16,11857
